CustomerID,Gender,Age,AnnualIncome_k,PurchaseFrequency,AverageOrderValue,WebsiteVisitsPerMonth,DiscountUsagePct,SpendingScore
1433,Female,28,100.3,1.0,57.25,8.9,38.8,46.7
1434,Female,46,103.3,6.8,105.12,22.2,29.5,37.6
1435,Male,48,41.1,1.0,69.14,22.7,62.9,35.1
1436,Male,51,127.4,4.8,87.4,31.2,42.5,69.7
1437,Male,41,92.9,6.3,67.01,28.3,62.1,58.6
1438,Female,50,92.2,4.0,89.02,14.0,51.5,64.4
1439,Female,18,65.8,2.2,18.88,20.5,69.7,65.9
1440,Female,32,58.9,2.1,22.78,11.5,55.2,57.3
1441,Female,25,59.1,5.5,51.36,16.2,52.2,56.0
1442,Male,36,75.9,1.4,95.23,10.7,67.4,39.3
1443,Female,29,104.2,7.1,77.89,17.3,28.6,87.9
1444,Male,33,70.1,4.0,65.38,13.0,94.6,59.5
1445,Male,56,39.5,1.0,64.08,17.2,69.2,48.8
1446,Female,33,88.1,3.9,113.19,22.6,53.6,77.3
1447,Female,40,90.8,3.2,66.64,20.3,56.2,41.4
1448,Female,32,83.3,5.9,71.84,11.2,77.1,46.0
1449,Male,36,85.9,5.7,106.63,16.7,60.8,55.3
1450,Female,35,57.4,1.1,27.91,11.2,31.8,33.4
1451,Male,40,39.0,2.3,61.85,17.0,82.3,54.4
1452,Female,48,40.7,1.4,26.13,18.8,56.9,44.6
1453,Female,53,19.2,3.8,32.32,15.6,69.8,50.6
1454,Male,38,71.6,2.0,60.17,12.8,33.6,60.6
1455,Male,41,62.7,6.1,41.51,2.0,63.4,60.6
1456,Male,22,52.7,3.7,34.56,5.5,45.4,74.5
1457,Female,34,15.0,1.0,32.73,16.9,67.9,41.6
1458,Female,45,30.1,1.4,55.48,9.6,60.0,37.7
1459,Female,45,96.4,3.5,78.32,15.8,76.5,85.6
1460,Female,37,46.4,1.3,49.42,21.8,88.7,46.7
1461,Female,45,75.1,4.1,77.1,23.3,53.7,52.4
1462,Male,40,26.1,1.0,17.48,11.3,65.4,23.8
1463,Female,48,105.3,1.7,99.76,19.2,40.3,73.0
1464,Male,38,61.0,3.1,72.4,14.7,72.0,71.4
1465,Female,31,73.1,1.6,112.38,17.9,46.4,56.2
1466,Female,39,130.1,5.0,95.8,31.6,32.0,99.5
1467,Female,18,107.5,4.4,79.63,23.0,55.5,48.8
1468,Female,39,56.4,2.2,68.5,18.4,48.7,48.5
1469,Male,18,48.4,6.7,64.2,19.7,55.0,60.9
1470,Female,18,55.9,4.1,44.7,8.9,30.0,48.8
1471,Male,40,79.3,4.6,62.29,21.3,61.7,96.8
1472,Female,40,62.1,1.0,68.11,14.0,84.6,47.9
1473,Male,22,53.9,2.9,38.14,2.0,65.6,49.5
1474,Male,27,106.1,5.9,79.58,10.1,64.5,77.6
1475,Male,50,61.8,1.9,59.78,10.3,44.4,16.8
1476,Male,30,129.4,7.6,120.04,26.2,40.7,75.8
1477,Male,60,67.5,1.6,50.99,16.7,43.0,59.6
1478,Female,35,115.0,5.2,59.59,22.7,38.1,66.9
1479,Female,39,75.0,3.3,32.25,26.8,63.7,45.3
1480,Male,53,92.0,4.6,55.13,12.7,51.5,80.6
1481,Male,36,44.7,2.2,23.42,13.2,38.0,66.4
1482,Male,24,41.1,2.9,41.93,14.5,38.6,58.2
1483,Female,34,77.9,4.0,47.24,13.7,29.9,54.8
1484,Male,35,92.7,3.8,65.61,19.3,54.4,62.6
1485,Male,20,66.1,5.0,47.03,7.9,82.4,52.1
1486,Male,32,29.0,3.1,28.92,18.5,83.0,28.8
1487,Female,27,26.9,2.6,59.29,7.8,33.9,28.2
1488,Male,45,25.0,1.6,46.17,21.2,86.8,25.9
1489,Female,35,15.5,3.4,28.37,9.7,80.4,22.9
1490,Female,32,68.1,3.7,53.97,21.3,29.6,35.0
1491,Female,34,96.5,4.6,72.93,19.3,41.4,72.5
1492,Female,37,64.6,4.0,65.89,15.6,70.8,59.5
1493,Female,42,15.0,4.5,38.27,6.9,75.8,63.2
1494,Male,24,59.7,2.0,40.47,15.8,34.0,45.4
1495,Female,24,60.4,5.2,57.92,16.8,62.7,65.5
1496,Female,47,123.7,2.8,61.84,18.9,9.1,75.8
1497,Male,30,24.2,2.9,37.54,10.3,60.1,38.6
1498,Female,19,54.1,6.3,66.88,11.4,71.4,73.7
1499,Male,40,112.8,6.2,86.28,33.0,43.1,87.1
1500,Female,40,77.6,4.5,101.14,16.9,44.1,65.2
